ATM ID,Category,Description,Title,_id,result,text,raw_result
Expression of Interest 04/49,Education and Training Services,BSG within the Department of Immigration and Multicultural and Indigenous Affairs (DIMIA) is seeking Expressions of Interest (EOI) from providers of managed training services (MTS).,Managed Training Service Providers,6162aa1fe1b7f5c73e6fe00b,,BSG within the Department of Immigration and Multicultural and Indigenous Affairs (DIMIA) is seeking Expressions of Interest (EOI) from providers of managed training services (MTS)..Managed Training Service Providers,"[('training service providers', 0.5587), ('immigration multicultural indigenous', 0.4093), ('dimia seeking expressions', 0.2268), ('bsg', 0.3765), ('eoi', 0.2891)]"
24/2004,Specialised educational services,The Australian Federal Police (AFP) is seeking proposals for the provision of Team Leader Development Training,Provision of Team Leader Development Training,6162aa1fe1b7f5c73e6fe00c,,The Australian Federal Police (AFP) is seeking proposals for the provision of Team Leader Development Training.Provision of Team Leader Development Training,"[('police afp seeking', 0.6073), ('team leader development', 0.5536), ('proposals provision', 0.3699), ('australian federal', 0.3721), ('training', 0.3324)]"
RFP 2004/3136,Management advisory services,Provision of a Report recommending an Identity Management Strategy for Geoscience Australia computing environment,Provision of a Report recommending an Identity Management Strategy for Geoscience Australia,6162aa1fe1b7f5c73e6fe00d,,Provision of a Report recommending an Identity Management Strategy for Geoscience Australia computing environment.Provision of a Report recommending an Identity Management Strategy for Geoscience Australia,"[('recommending identity management', 0.6667), ('geoscience australia', 0.5539), ('provision report', 0.295), ('strategy', 0.1978), ('computing environment', 0.2767)]"
DEST6587,Education and Training Services,The forum will showcase and explore values in Australian schools,Values Education National Forum 2005,6162aa1fe1b7f5c73e6fe00e,,The forum will showcase and explore values in Australian schools.Values Education National Forum 2005,"[('values australian schools', 0.7953), ('forum 2005', 0.3798), ('explore', 0.0988), ('national', 0.1611), ('values', 0.3769)]"
DEST5129,Education and Training Services,"The Department of Education, Science and Training wishes to contract  for the delivery of up to 50 regional conferences for parents about gifted and talented education which will help support parents in regional areas of Australia",Delivery of Regional Conferences for Parents about Gifted and Talented Education,6162aa1fe1b7f5c73e6fe00f,,"The Department of Education, Science and Training wishes to contract  for the delivery of up to 50 regional conferences for parents about gifted and talented education which will help support parents in regional areas of Australia.Delivery of Regional Conferences for Parents about Gifted and Talented Education","[('conferences parents gifted', 0.6577), ('regional areas australia', 0.4133), ('contract delivery 50', 0.2595), ('education help support', 0.3877), ('talented', 0.202)]"
Notice 04-1-4,Engineering and Research and Technology Based Services,Austrade US Government Procurement Seminars – ICT & Homeland Security.  Austrade will hold a seminar series in Australia to highlight the opportunities and challenges of selling technology and homeland security solutions to the US Government.,Business opportunities in the US Government Market,6162aa1fe1b7f5c73e6fe010,,Austrade US Government Procurement Seminars – ICT & Homeland Security.  Austrade will hold a seminar series in Australia to highlight the opportunities and challenges of selling technology and homeland security solutions to the US Government..Business opportunities in the US Government Market,"[('austrade government procurement', 0.7015), ('seminars', 0.4143), ('technology homeland security', 0.4817), ('solutions', 0.1223), ('challenges selling technology', 0.3779)]"
COO-MSB/1609/2/1,Education and Training Services,"Analysis, Design And Development of Training Packages For SDSS Version 4 MIMS Maintenance Module (MMM) Training","Analysis, Design And Development of Training Packages For SDSS Version 4 MIMS Maintenance Module (MMM) Training",6162aa1fe1b7f5c73e6fe011,,"Analysis, Design And Development of Training Packages For SDSS Version 4 MIMS Maintenance Module (MMM) Training.Analysis, Design And Development of Training Packages For SDSS Version 4 MIMS Maintenance Module (MMM) Training","[('training packages sdss', 0.7048), ('mims maintenance module', 0.6337), ('mmm', 0.1133), ('analysis design', 0.2288), ('module mmm training', 0.5578)]"
6595,Education and Training Services,"Values education website and curriculum resources, 2004-2005","Values education website and curriculum resources, 2004-2005",6162aa1fe1b7f5c73e6fe012,,"Values education website and curriculum resources, 2004-2005.Values education website and curriculum resources, 2004-2005","[('2005 values education', 0.7061), ('website curriculum resources', 0.5635), ('resources 2004', 0.4357), ('education', 0.2743), ('website', 0.1964)]"
RFT CRS07/04,Management advisory services,"COMPLEX PROCUREMENT SERVICES, ADVICE AND SUPPORT FOR CRS AUSTRALIA","THE PROVISION OF COMPLEX PROCUREMENT SERVICES, ADVICE AND SUPPORT FOR CRS AUSTRALIA",6162aa1fe1b7f5c73e6fe013,,"COMPLEX PROCUREMENT SERVICES, ADVICE AND SUPPORT FOR CRS AUSTRALIA.THE PROVISION OF COMPLEX PROCUREMENT SERVICES, ADVICE AND SUPPORT FOR CRS AUSTRALIA","[('complex procurement services', 0.7502), ('support crs australia', 0.6135), ('advice', 0.1372), ('australia provision complex', 0.554), ('complex', 0.1861)]"
ABS FM 09/04,Specialised educational services,PROVISION OF A CENSUS FIELD STAFF TRAINING VIDEO FOR THE AUSTRALIAN BUREAU OF STATISTICS,EXPRESSION OF INTEREST,6162aa1fe1b7f5c73e6fe014,,PROVISION OF A CENSUS FIELD STAFF TRAINING VIDEO FOR THE AUSTRALIAN BUREAU OF STATISTICS.EXPRESSION OF INTEREST,"[('video australian bureau', 0.6255), ('provision census field', 0.4802), ('staff training', 0.3579), ('statistics', 0.3455), ('expression', 0.0629)]"
DMO/MPP/DTD/RFT04/02,Education and Training Services,"The Defence Materiel Organisation (DMO) seeks proposals from education and training providers (including universities, vocational education and training institutions and registered training providers) to work in partnership with the organisation to design",Provision of Business Acumen Training,6162aa1fe1b7f5c73e6fe015,,"The Defence Materiel Organisation (DMO) seeks proposals from education and training providers (including universities, vocational education and training institutions and registered training providers) to work in partnership with the organisation to design.Provision of Business Acumen Training","[('organisation dmo seeks', 0.6946), ('defence materiel', 0.4526), ('vocational education training', 0.4896), ('provision business acumen', 0.3756), ('proposals education', 0.4461)]"
PRN6634,Specialised educational services,Promotion of widespread use of Mutual Recognition Arrangements (MRAs) across Australia.,Identify good practice in achieving mutual recognition arrangements (MRAs) and develop effective strategies for promotion of widespread use of MRAs by professions across Australia.,6162aa1fe1b7f5c73e6fe016,,Promotion of widespread use of Mutual Recognition Arrangements (MRAs) across Australia..Identify good practice in achieving mutual recognition arrangements (MRAs) and develop effective strategies for promotion of widespread use of MRAs by professions across Australia.,"[('mras professions australia', 0.7178), ('use mutual recognition', 0.4293), ('strategies promotion widespread', 0.2403), ('good practice', 0.2031), ('arrangements', 0.2134)]"
PRN6629,Specialised educational services,Promotion of the Diploma Supplement in Australia.,Provision of strategies to promote the widespread use of the Diploma Supplement in Australia.,6162aa1fe1b7f5c73e6fe017,,Promotion of the Diploma Supplement in Australia..Provision of strategies to promote the widespread use of the Diploma Supplement in Australia.,"[('diploma supplement australia', 0.8388), ('strategies promote widespread', 0.3104), ('provision', 0.2508), ('use', 0.1163), ('supplement', 0.3769)]"
