tag,old_class,category,Australian standard
arbitration,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
multicultural society,社会科学,社会科学,DIVISION 14 ECONOMICS
multicultural society,社会科学,社会科学,DIVISION 13 EDUCATION
multicultural society,社会科学,社会科学,DIVISION 15 COMMERCE
multicultural society,社会科学,社会科学,MANAGEMENT
multicultural society,社会科学,社会科学,TOURISM AND SERVICES
multicultural society,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
multicultural society,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
multicultural society,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
multicultural society,社会科学,社会科学,DIVISION 20 LANGUAGE
multicultural society,社会科学,社会科学,COMMUNICATION AND CULTURE
multicultural society,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
multicultural society,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Repository,计算机,计算机,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Repository,计算机,计算机,DIVISION 10 TECHNOLOGY
intellectual disability,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
intellectual disability,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
health care services,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
health care services,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
examination,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
examination,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Polarization,电子通信,电子通信,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Polarization,电子通信,电子通信,DIVISION 10 TECHNOLOGY
Ontology,计算机,计算机,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Ontology,计算机,计算机,DIVISION 10 TECHNOLOGY
Animals,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Democracy,社会科学,社会科学,DIVISION 14 ECONOMICS
Democracy,社会科学,社会科学,DIVISION 13 EDUCATION
Democracy,社会科学,社会科学,DIVISION 15 COMMERCE
Democracy,社会科学,社会科学,MANAGEMENT
Democracy,社会科学,社会科学,TOURISM AND SERVICES
Democracy,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Democracy,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Democracy,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Democracy,社会科学,社会科学,DIVISION 20 LANGUAGE
Democracy,社会科学,社会科学,COMMUNICATION AND CULTURE
Democracy,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Democracy,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Vision,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Vision,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Electric fuses,电工技术,电工技术,DIVISION 10 TECHNOLOGY
Economy,社会科学,社会科学,DIVISION 14 ECONOMICS
Economy,社会科学,社会科学,DIVISION 13 EDUCATION
Economy,社会科学,社会科学,DIVISION 15 COMMERCE
Economy,社会科学,社会科学,MANAGEMENT
Economy,社会科学,社会科学,TOURISM AND SERVICES
Economy,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Economy,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Economy,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Economy,社会科学,社会科学,DIVISION 20 LANGUAGE
Economy,社会科学,社会科学,COMMUNICATION AND CULTURE
Economy,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Economy,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
water management,环境科学,环境科学,DIVISION 05 ENVIRONMENTAL SCIENCES
Body Image,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Body Image,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Project Management,社会科学,社会科学,DIVISION 14 ECONOMICS
Project Management,社会科学,社会科学,DIVISION 13 EDUCATION
Project Management,社会科学,社会科学,DIVISION 15 COMMERCE
Project Management,社会科学,社会科学,MANAGEMENT
Project Management,社会科学,社会科学,TOURISM AND SERVICES
Project Management,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Project Management,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Project Management,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Project Management,社会科学,社会科学,DIVISION 20 LANGUAGE
Project Management,社会科学,社会科学,COMMUNICATION AND CULTURE
Project Management,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Project Management,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
globalization,社会科学,社会科学,DIVISION 14 ECONOMICS
globalization,社会科学,社会科学,DIVISION 13 EDUCATION
globalization,社会科学,社会科学,DIVISION 15 COMMERCE
globalization,社会科学,社会科学,MANAGEMENT
globalization,社会科学,社会科学,TOURISM AND SERVICES
globalization,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
globalization,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
globalization,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
globalization,社会科学,社会科学,DIVISION 20 LANGUAGE
globalization,社会科学,社会科学,COMMUNICATION AND CULTURE
globalization,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
globalization,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Attack,电子通信,电子通信,DIVISION 08 INFORMATION AND COMPUTING SCIENCES
Attack,电子通信,电子通信,DIVISION 10 TECHNOLOGY
social attitude,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
social attitude,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Diploidy,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Diploidy,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Industry,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
political elite,社会科学,社会科学,DIVISION 14 ECONOMICS
political elite,社会科学,社会科学,DIVISION 13 EDUCATION
political elite,社会科学,社会科学,DIVISION 15 COMMERCE
political elite,社会科学,社会科学,MANAGEMENT
political elite,社会科学,社会科学,TOURISM AND SERVICES
political elite,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
political elite,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
political elite,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
political elite,社会科学,社会科学,DIVISION 20 LANGUAGE
political elite,社会科学,社会科学,COMMUNICATION AND CULTURE
political elite,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
political elite,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Career development,社会科学,社会科学,DIVISION 14 ECONOMICS
Career development,社会科学,社会科学,DIVISION 13 EDUCATION
Career development,社会科学,社会科学,DIVISION 15 COMMERCE
Career development,社会科学,社会科学,MANAGEMENT
Career development,社会科学,社会科学,TOURISM AND SERVICES
Career development,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Career development,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Career development,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Career development,社会科学,社会科学,DIVISION 20 LANGUAGE
Career development,社会科学,社会科学,COMMUNICATION AND CULTURE
Career development,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Career development,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
India,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
cultural factors,社会科学,社会科学,DIVISION 14 ECONOMICS
cultural factors,社会科学,社会科学,DIVISION 13 EDUCATION
cultural factors,社会科学,社会科学,DIVISION 15 COMMERCE
cultural factors,社会科学,社会科学,MANAGEMENT
cultural factors,社会科学,社会科学,TOURISM AND SERVICES
cultural factors,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
cultural factors,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
cultural factors,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
cultural factors,社会科学,社会科学,DIVISION 20 LANGUAGE
cultural factors,社会科学,社会科学,COMMUNICATION AND CULTURE
cultural factors,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
cultural factors,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Neuroimaging,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Neuroimaging,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Sharing Economy,社会科学,社会科学,DIVISION 14 ECONOMICS
Sharing Economy,社会科学,社会科学,DIVISION 13 EDUCATION
Sharing Economy,社会科学,社会科学,DIVISION 15 COMMERCE
Sharing Economy,社会科学,社会科学,MANAGEMENT
Sharing Economy,社会科学,社会科学,TOURISM AND SERVICES
Sharing Economy,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Sharing Economy,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Sharing Economy,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Sharing Economy,社会科学,社会科学,DIVISION 20 LANGUAGE
Sharing Economy,社会科学,社会科学,COMMUNICATION AND CULTURE
Sharing Economy,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Sharing Economy,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Self-Injurious Behavior,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Self-Injurious Behavior,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
basin,土建水利,土建水利,DIVISION 12 BUILT ENVIRONMENT AND DESIGN
Canberra,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Decision making,社会科学,社会科学,DIVISION 14 ECONOMICS
Decision making,社会科学,社会科学,DIVISION 13 EDUCATION
Decision making,社会科学,社会科学,DIVISION 15 COMMERCE
Decision making,社会科学,社会科学,MANAGEMENT
Decision making,社会科学,社会科学,TOURISM AND SERVICES
Decision making,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Decision making,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Decision making,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Decision making,社会科学,社会科学,DIVISION 20 LANGUAGE
Decision making,社会科学,社会科学,COMMUNICATION AND CULTURE
Decision making,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Decision making,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
liability,社会科学,社会科学,DIVISION 14 ECONOMICS
liability,社会科学,社会科学,DIVISION 13 EDUCATION
liability,社会科学,社会科学,DIVISION 15 COMMERCE
liability,社会科学,社会科学,MANAGEMENT
liability,社会科学,社会科学,TOURISM AND SERVICES
liability,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
liability,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
liability,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
liability,社会科学,社会科学,DIVISION 20 LANGUAGE
liability,社会科学,社会科学,COMMUNICATION AND CULTURE
liability,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
liability,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Patellar Ligament,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
Patellar Ligament,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
decision-making process,社会科学,社会科学,DIVISION 14 ECONOMICS
decision-making process,社会科学,社会科学,DIVISION 13 EDUCATION
decision-making process,社会科学,社会科学,DIVISION 15 COMMERCE
decision-making process,社会科学,社会科学,MANAGEMENT
decision-making process,社会科学,社会科学,TOURISM AND SERVICES
decision-making process,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
decision-making process,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
decision-making process,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
decision-making process,社会科学,社会科学,DIVISION 20 LANGUAGE
decision-making process,社会科学,社会科学,COMMUNICATION AND CULTURE
decision-making process,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
decision-making process,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Enforcement,社会科学,社会科学,DIVISION 14 ECONOMICS
Enforcement,社会科学,社会科学,DIVISION 13 EDUCATION
Enforcement,社会科学,社会科学,DIVISION 15 COMMERCE
Enforcement,社会科学,社会科学,MANAGEMENT
Enforcement,社会科学,社会科学,TOURISM AND SERVICES
Enforcement,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Enforcement,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Enforcement,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Enforcement,社会科学,社会科学,DIVISION 20 LANGUAGE
Enforcement,社会科学,社会科学,COMMUNICATION AND CULTURE
Enforcement,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Enforcement,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Wearable Electronic Devices,自动化,自动化,
national security,社会科学,社会科学,DIVISION 14 ECONOMICS
national security,社会科学,社会科学,DIVISION 13 EDUCATION
national security,社会科学,社会科学,DIVISION 15 COMMERCE
national security,社会科学,社会科学,MANAGEMENT
national security,社会科学,社会科学,TOURISM AND SERVICES
national security,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
national security,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
national security,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
national security,社会科学,社会科学,DIVISION 20 LANGUAGE
national security,社会科学,社会科学,COMMUNICATION AND CULTURE
national security,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
national security,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
Hot Temperature,一般工业、工程学,一般工业、工程学,DIVISION 09 ENGINEERING
midwife,医药卫生,医药卫生,DIVISION 11 MEDICAL AND HEALTH SCIENCES
midwife,医药卫生,医药卫生,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Australian Capital Territory,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
textbook,社会科学,社会科学,DIVISION 14 ECONOMICS
textbook,社会科学,社会科学,DIVISION 13 EDUCATION
textbook,社会科学,社会科学,DIVISION 15 COMMERCE
textbook,社会科学,社会科学,MANAGEMENT
textbook,社会科学,社会科学,TOURISM AND SERVICES
textbook,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
textbook,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
textbook,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
textbook,社会科学,社会科学,DIVISION 20 LANGUAGE
textbook,社会科学,社会科学,COMMUNICATION AND CULTURE
textbook,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
textbook,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
population growth,社会科学,社会科学,DIVISION 14 ECONOMICS
population growth,社会科学,社会科学,DIVISION 13 EDUCATION
population growth,社会科学,社会科学,DIVISION 15 COMMERCE
population growth,社会科学,社会科学,MANAGEMENT
population growth,社会科学,社会科学,TOURISM AND SERVICES
population growth,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
population growth,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
population growth,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
population growth,社会科学,社会科学,DIVISION 20 LANGUAGE
population growth,社会科学,社会科学,COMMUNICATION AND CULTURE
population growth,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
population growth,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
reciprocity,,,DIVISION 19 STUDIES IN CREATIVE ARTS AND WRITING
Sex Offenses,社会科学,社会科学,DIVISION 14 ECONOMICS
Sex Offenses,社会科学,社会科学,DIVISION 13 EDUCATION
Sex Offenses,社会科学,社会科学,DIVISION 15 COMMERCE
Sex Offenses,社会科学,社会科学,MANAGEMENT
Sex Offenses,社会科学,社会科学,TOURISM AND SERVICES
Sex Offenses,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
Sex Offenses,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
Sex Offenses,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
Sex Offenses,社会科学,社会科学,DIVISION 20 LANGUAGE
Sex Offenses,社会科学,社会科学,COMMUNICATION AND CULTURE
Sex Offenses,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
Sex Offenses,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
gender-specific factors,社会科学,社会科学,DIVISION 14 ECONOMICS
gender-specific factors,社会科学,社会科学,DIVISION 13 EDUCATION
gender-specific factors,社会科学,社会科学,DIVISION 15 COMMERCE
gender-specific factors,社会科学,社会科学,MANAGEMENT
gender-specific factors,社会科学,社会科学,TOURISM AND SERVICES
gender-specific factors,社会科学,社会科学,DIVISION 16 STUDIES IN HUMAN SOCIETY
gender-specific factors,社会科学,社会科学,DIVISION 17 PSYCHOLOGY AND COGNITIVE SCIENCES
gender-specific factors,社会科学,社会科学,DIVISION 18 LAW AND LEGAL STUDIES COGNITIVE SCIENCES
gender-specific factors,社会科学,社会科学,DIVISION 20 LANGUAGE
gender-specific factors,社会科学,社会科学,COMMUNICATION AND CULTURE
gender-specific factors,社会科学,社会科学,DIVISION 21 HISTORY AND ARCHAEOLOGY
gender-specific factors,社会科学,社会科学,DIVISION 22 PHILOSOPHY AND RELIGIOUS STUDIES
trade agreement,社会科学,社会科学,DIVISION 14 ECONOMICS
trade agreement,社会科学,社会科学,DIVISION 13 EDUCATION
trade agreement,社会科学,社会科学,DIVISION 15 COMMERCE
trade agreement,社会科学,社会科学,MANAGEMENT
trade agreement,社会科学,社会科学,TOURISM AND SERVICES
