ATM ID,Category,Description,Title,_id
19/2005DEH,Environmental Services,Phytophthora cinnamomi - research into natural and induced resistance in Australian native vegetation and innovative methods to contain and/or eradicate within localised incursions in areas of high biodiversity in Australia,Phytophthora cinnamomi - research into natural and induced resistance in Australian native vegetation and innovative methods to contain and/or eradicate within localised incursions in areas of high biodiversity in Australia,6162aa1fe1b7f5c73e6fe04a
CON G 222-2005,Specialised educational services,"The Department of Defence (Defence), through the Defence Business Training Centre (DBTC), is seeking to establish Standing Offer arrangements for the delivery and assessment of Project Management, Procurement and Intellectual Property (PMPIP) training to","Delivery of Project Management (General and Financial), Procurement and Intellecual Property Training Courses",6162aa1fe1b7f5c73e6fe04b
145/0405,Management advisory services,National Health & Medical Research Council Stakeholder Survey 2005,National Health & Medical Research Council Stakeholder Survey 2005,6162aa1fe1b7f5c73e6fe04c
CON-G 225,Management advisory services,"The Department has recently completed a DRM Strategy, through which a requirement has been identified to review and update our Records Disposal Authorities (RDAs) and Business Classification Scheme (BCS). The Department is now seeking tenders for the revi",Document and Record Mangement (DRM) - Provision of Advice concerning Defence RDAs & BCS,6162aa1fe1b7f5c73e6fe04d
27/2005DEH,Economics,The Department of the Environment and Heritage National Oceans Office invites Tenders for a consultancy to analyse and describe the commercial oceans uses/active within Australia’s South-west marine region.,A socio-economic analysis and description of the marine industries of Australia’s South-west marine region,6162aa1fe1b7f5c73e6fe04e
CSIRO 2005-003,Management advisory services,To undertake a comprehensive review of the management and structure of security arrangements within CSIRO in response to the findings of the recent security reviews in CSIRO.,Physical Security Review,6162aa1fe1b7f5c73e6fe04f
29/2005DEH,Environmental Services,Undertake a study to compare the level of Australian energy performance standards for residential buildings with those of similar climates overseas,International comparison of building energy performance standards,6162aa1fe1b7f5c73e6fe050
Rks 2004/3125,Specialised educational services,Suitably qualified providers for the development of capability frameworks to enable best practice recordkeeping across the Australian Government.,Development of recordkeeping capability frameworks and learning and development frameworks to enable best practice recordkeeping across the Australian Government,6162aa1fe1b7f5c73e6fe051
ITRTOURRFT210205,Management advisory services,"Submit a proposal to develop a template of a tourism master plan for a protected area, establish its relationship to the park management plan and show how this would work for Kakadu",A tourism master plan template and case study on Kakadu National Park,6162aa1fe1b7f5c73e6fe052
6827,Education and Training Services,This scoping study seeks to identify the most suitable approaches for drug education in the early years of schooling,Preliminary Research Project for Early and Primary Years of Schooling,6162aa1fe1b7f5c73e6fe053
DCON/05/15,Education and Training Services,"The Department of Communications, Information Technology and the Arts (the Department) is seeking to establish a panel of service providers to be used for the provision of learning and development services.  ",DCITA-LEARNING AND DEVELOPMENT SERVICES,6162aa1fe1b7f5c73e6fe054
DIMIA 05/05,Management advisory services,"The Office of Indigenous Policy Coordination (OIPC) is seeking to establish four Australia-wide panels of qualified consultants to respond to the needs of Australian Government agencies, Indigenous Coordination Centres (ICCs) and Aboriginal and Torres Strait Islander communities in the implementation of the new Indigenous affairs arrangements.  Information on the new arrangements can be found on the OIPC website at http://www.oipc.gov.au/About_OIPC/new_arrangements/default.asp.  ",For four (4) Australia-wide panels of consultants with demonstrated expertise in a range of fields relevant to the Australian Government’s new Indigenous Affairs arrangements.,6162aa1fe1b7f5c73e6fe055
DNP/CNB/2005/001,Management advisory services,"The DNP has approximately 2,400 assets located in Parks and Reserves around  Australia It is required to obtain a valuation of its assets as part of its 3 year stocktake cycle, and to meet the new IFRS standards.",Revaluation of DNP Asset Base at fair Value,6162aa1fe1b7f5c73e6fe056
RFT 2005/09,Management advisory services,Evaluation of the Seacare Scheme,Consulting Services for the Evaluation of the Seacare Scheme,6162aa1fe1b7f5c73e6fe057
04/05-11,Management advisory services,Provision of services to conduct the 2005 Client Opion Survey and Independent Review of the Client Service Charter,Request for the Provision of Services to Conduct the 2005 Client Opinion Survey and Independent Review of the Client Service Charter,6162aa1fe1b7f5c73e6fe058
NAA2005/950,Management advisory services,The National Archives of Australia is seeking expressions of interest in fulfilling the role of an independent member of its Internal Audit Committee.,Internal Audit Committee - Independent Member,6162aa1fe1b7f5c73e6fe059
RFT 2005-13,Specialised educational services,The Australian Public Service Commission  is seeking the design and delivery of a Career Development Assessment Centre for Executive Level 2 staff across the Australian Public Service.,Provision of consultancy services for a Career Development Assessment Centre,6162aa1fe1b7f5c73e6fe05a
DEWR2005/06,Specialised educational services,The objective of this tender is to contract a Registered Training Organisation to deliver the Certificate IV in Government on behalf of the Department,Provision of accredited training services in the field of Contract Management,6162aa1fe1b7f5c73e6fe05b
ITRRFTABCB040305,Specialised educational services,Design and development of an information and awareness resource kit on  the Building Code of Australia (BCA).,Development of Building Code of Australia (BCA) Information and Awareness Kit - Introduction to the BCA,6162aa1fe1b7f5c73e6fe05c
ITRRFTTOUR030305,Management advisory services,Development of an inclusive study of pricing policies and structures throughout Australian national parks.,Pricing Study for Australian National Parks,6162aa1fe1b7f5c73e6fe05d
ITRTOUR070305,Management advisory services,Research into investment in the Australian tourism industry which will be used to inform the development of the National Tourism Investment Strategy.,Research to support the National Tourism Investment Strategy,6162aa1fe1b7f5c73e6fe05e
CON-G 228-2005,Engineering and Research and Technology Based Services,The Department of Defence is seeking suitably qualified and experienced organisations to provide Expressions of Interest for the provision of professional services relating to the upgrade of Defence`s enterprise HR system known as the Personnel Management,PMKEYS SOFTWARE UPGRADE,6162aa1fe1b7f5c73e6fe05f
ITRCORPRFT090305,Management advisory services,RFT to engage a consultant to review DITR`s internal Library services.,DITR Library Review Consultant,6162aa1fe1b7f5c73e6fe060
7168,Education and Training Services,"The Department of Education, Science and Training (DEST) invites tender proposals from suitably experienced organisations or consortia to assess options and advise on implementation arrangements for an Australian Certificate of Education",Australian Certificate of Education Report,6162aa1fe1b7f5c73e6fe061
PRN 7131,Education and Training Services,"The Department of Education, Science and Training is seeking submissions from suitably experienced and qualified consultants from the film, video and interactive multimedia industry to produce a suite of high quality multimedia presentations.",Study in Australia Multimedia presentations,6162aa1fe1b7f5c73e6fe062
DMO-MPP-DTD-RFT05-04,Specialised educational services,"The Defence Materiel Organisation (DMO) is seeking a reputable education and training institution to design, deliver and administer leadership programs and initiatives for the organisation.  The proposed leadership programs and initiatives will:","Design, delivery and administration of Leadership Programs for the Defence Materiel Organisation",6162aa1fe1b7f5c73e6fe063
RFT Fin05AMG001,Management advisory services,"The Minister for Finance and Administration, Senator Nick Minchin announced on 13 December 2004 that the Australian Government will undertake a scoping study into the possible sale of the Government’s remaining shares in Telstra Corporation Limited.  The study is expected to occur during the second quarter of 2005.    The Department of Finance and Administration (‘Finance’) is seeking tenders from independent advisers to provide consultancy services to Finance involving economic analysis of possible tender/auction style approaches to selling financial securities.  The assignment will be a discrete task, which will be performed during the scoping study period, with the successful tenderer to also be available, as required, to interact with other scoping study advisers after this period, on the outcome.",Telstra Scoping Study: Independent Adviser Consultancy on Possible Tender/Auction Style Approaches to Selling Financial Securities,6162aa1fe1b7f5c73e6fe064
