Tag,division,weight
research program,OTHERS(RELEVANT),1
research support,OTHERS(RELEVANT),1
resettlement,STUDIES IN HUMAN SOCIETY,1
residents,STUDIES IN HUMAN SOCIETY,1
resource,OTHERS(RELEVANT),1
responsibility,OTHERS(IRRELEVANT),1
restructuring,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
restructuring,BIOLOGICAL,0.333333333
restructuring,TECHNOLOGY,0.333333333
retail,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
reward,OTHERS(IRRELEVANT),1
rice,AGRICULTURAL AND VETERINARY,0.5
rice,MEDICAL AND HEALTH,0.5
rights,STUDIES IN HUMAN SOCIETY,0.333333333
rights,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
rights,LAW AND LEGAL STUDIES,0.333333333
rise,OTHERS(RELEVANT),1
risk analysis,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
risk analysis,ENGINEERING,0.333333333
risk analysis,OTHERS(RELEVANT),0.333333333
risk factors,OTHERS(RELEVANT),1
river,EARTH,1
rna viruses,BIOLOGICAL,0.5
rna viruses,MEDICAL AND HEALTH,0.5
road,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
robot,INFORMATION AND COMPUTING,0.5
robot,ENGINEERING,0.5
robotics,INFORMATION AND COMPUTING,0.5
robotics,ENGINEERING,0.5
robots,INFORMATION AND COMPUTING,0.5
robots,ENGINEERING,0.5
roc curve,OTHERS(RELEVANT),1
running,EDUCATION,1
rural women,STUDIES IN HUMAN SOCIETY,0.5
rural women,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
russia,OTHERS(IRRELEVANT),1
salinity,EARTH,0.5
salinity,ENVIRONMENTAL,0.5
sample size,OTHERS(RELEVANT),1
scenario,OTHERS(RELEVANT),1
school grade,EDUCATION,1
science,OTHERS(RELEVANT),1
science policy,STUDIES IN HUMAN SOCIETY,0.5
science policy,PHILOSOPHY AND RELIGIOUS STUDIES,0.5
seawater,EARTH,1
secondary education,EDUCATION,1
secretory immunoglobulin a,MEDICAL AND HEALTH,0.333333333
secretory immunoglobulin a,TECHNOLOGY,0.333333333
secretory immunoglobulin a,BIOLOGICAL,0.333333333
seed dispersal,AGRICULTURAL AND VETERINARY,0.5
seed dispersal,ENVIRONMENTAL,0.5
self efficacy,PSYCHOLOGY AND COGNITIVE SCIENCES,1
self report,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
self report,OTHERS(RELEVANT),0.5
self-concept,PSYCHOLOGY AND COGNITIVE SCIENCES,1
self-control,PSYCHOLOGY AND COGNITIVE SCIENCES,1
self-esteem,PSYCHOLOGY AND COGNITIVE SCIENCES,1
servants,STUDIES IN HUMAN SOCIETY,0.333333333
servants,HISTORY AND ARCHAEOLOGY,0.333333333
servants,PHILOSOPHY AND RELIGIOUS STUDIES,0.333333333
service provider,OTHERS(RELEVANT),1
service quality,OTHERS(RELEVANT),1
set theory,MATHEMATICAL,1
sex ratio,MEDICAL AND HEALTH,0.5
sex ratio,STUDIES IN HUMAN SOCIETY,0.5
sexual health,MEDICAL AND HEALTH,1
shame,PSYCHOLOGY AND COGNITIVE SCIENCES,1
shield,OTHERS(IRRELEVANT),1
short-term memory,INFORMATION AND COMPUTING,1
shoulder,MEDICAL AND HEALTH,1
signal processing,ENGINEERING,0.5
signal processing,TECHNOLOGY,0.5
single nucleotide polymorphism,TECHNOLOGY,0.5
single nucleotide polymorphism,CHEMICAL,0.5
skeletal muscle,MEDICAL AND HEALTH,1
skin,OTHERS(RELEVANT),1
sleep,OTHERS(RELEVANT),1
small and medium-sized enterprises,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
small and medium-sized enterprises,ECONOMICS,0.5
social class,STUDIES IN HUMAN SOCIETY,1
social development,STUDIES IN HUMAN SOCIETY,1
social norms,STUDIES IN HUMAN SOCIETY,1
social policy,STUDIES IN HUMAN SOCIETY,1
social relations,STUDIES IN HUMAN SOCIETY,1
social science,STUDIES IN HUMAN SOCIETY,1
social system,STUDIES IN HUMAN SOCIETY,1
social welfare,STUDIES IN HUMAN SOCIETY,1
socioeconomic status,STUDIES IN HUMAN SOCIETY,1
sociologist,STUDIES IN HUMAN SOCIETY,1
source of information,INFORMATION AND COMPUTING,1
south america,OTHERS(IRRELEVANT),1
south korea,OTHERS(IRRELEVANT),1
sovereignty,STUDIES IN HUMAN SOCIETY,1
spain,OTHERS(IRRELEVANT),1
spatial learning,MATHEMATICAL,0.5
spatial learning,OTHERS(RELEVANT),0.5
spatial reasoning,MATHEMATICAL,0.5
spatial reasoning,OTHERS(RELEVANT),0.5
spawning,BIOLOGICAL,1
speech,STUDIES IN CREATIVE ARTS AND WRITING,1
speech recognition,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
speech recognition,INFORMATION AND COMPUTING,0.5
speech-language pathology,MEDICAL AND HEALTH,1
spinal cord injuries,MEDICAL AND HEALTH,1
sport,EDUCATION,1
stable isotopes,PHYSICAL,0.333333333
stable isotopes,EARTH,0.333333333
stable isotopes,BIOLOGICAL,0.333333333
staging,OTHERS(IRRELEVANT),1
stakeholder participation,STUDIES IN HUMAN SOCIETY,0.5
stakeholder participation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
stakeholders,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
stakeholders,ENGINEERING,0.333333333
stakeholders,OTHERS(RELEVANT),0.333333333
standard of living,STUDIES IN HUMAN SOCIETY,0.5
standard of living,ECONOMICS,0.5
stereotype,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
stereotype,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
stereotype,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
stock enhancement,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
stroop test,MEDICAL AND HEALTH,0.5
stroop test,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
structural equation model,MATHEMATICAL,0.5
structural equation model,OTHERS(RELEVANT),0.5
subspecies,BIOLOGICAL,1
sun,PHYSICAL,0.5
sun,AGRICULTURAL AND VETERINARY,0.5
supply chains,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
support vector machines,INFORMATION AND COMPUTING,0.5
support vector machines,MATHEMATICAL,0.5
survey method,OTHERS(RELEVANT),1
switzerland,OTHERS(IRRELEVANT),1
symbol,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
symbol,HISTORY AND ARCHAEOLOGY,0.5
symbolic interactionism,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
symbolic interactionism,HISTORY AND ARCHAEOLOGY,0.5
systematic reviews,OTHERS(RELEVANT),1
systems analysis,OTHERS(RELEVANT),1
tablets,OTHERS(RELEVANT),1
tactics,INFORMATION AND COMPUTING,1
tax,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
tax cuts,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
taxation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
tea tree oil,ENGINEERING,0.5
tea tree oil,AGRICULTURAL AND VETERINARY,0.5
teacher,OTHERS(IRRELEVANT),1
technical innovation,OTHERS(RELEVANT),1
technology use,OTHERS(RELEVANT),1
telecommunication,TECHNOLOGY,1
telecommunications,TECHNOLOGY,1
telephone,TECHNOLOGY,1
temporality,OTHERS(IRRELEVANT),1
tendons,MEDICAL AND HEALTH,1
terminology,OTHERS(RELEVANT),1
tertiary education,EDUCATION,1
text,OTHERS(IRRELEVANT),1
textbooks,EDUCATION,0.5
textbooks,OTHERS(RELEVANT),0.5
textiles,ENGINEERING,0.5
textiles,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
theanine,ENGINEERING,0.333333333
theanine,TECHNOLOGY,0.333333333
theanine,CHEMICAL,0.333333333
theater,BUILT ENVIRONMENT AND DESIGN,0.333333333
theater,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
theater,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
theoretical models,OTHERS(RELEVANT),1
thinking,OTHERS(IRRELEVANT),1
thorax,MEDICAL AND HEALTH,1
tissues,BIOLOGICAL,0.5
tissues,MEDICAL AND HEALTH,0.5
tomography,ENGINEERING,0.333333333
tomography,MEDICAL AND HEALTH,0.333333333
tomography,TECHNOLOGY,0.333333333
topical therapy,MEDICAL AND HEALTH,1
topology,MATHEMATICAL,1
torque,ENGINEERING,0.5
torque,PHYSICAL,0.5
torres strait,OTHERS(IRRELEVANT),1
toy,ENGINEERING,1
training program,EDUCATION,1
transcranial direct current stimulation,MEDICAL AND HEALTH,1
translocation,BIOLOGICAL,0.5
translocation,MEDICAL AND HEALTH,0.5
trapping,OTHERS(IRRELEVANT),1
triage,MEDICAL AND HEALTH,1
tropics,EARTH,0.333333333
tropics,ENVIRONMENTAL,0.333333333
tropics,OTHERS(RELEVANT),0.333333333
tsunami,EARTH,1
tungiasis,BIOLOGICAL,1
turbidity,OTHERS(RELEVANT),1
twenty first century,OTHERS(IRRELEVANT),1
twitter,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
twitter,STUDIES IN CREATIVE ARTS AND WRITING,0.5
united nations,OTHERS(IRRELEVANT),1
university teacher,EDUCATION,1
urban areas,BUILT ENVIRONMENT AND DESIGN,0.333333333
urban areas,ECONOMICS,0.333333333
urban areas,STUDIES IN HUMAN SOCIETY,0.333333333
urban development,ECONOMICS,0.5
urban development,STUDIES IN HUMAN SOCIETY,0.5
urinary tract infections,MEDICAL AND HEALTH,1
user interfaces,INFORMATION AND COMPUTING,1
utilization,OTHERS(IRRELEVANT),1
utopia,STUDIES IN HUMAN SOCIETY,0.333333333
utopia,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
utopia,HISTORY AND ARCHAEOLOGY,0.333333333
vaccines,MEDICAL AND HEALTH,0.333333333
vaccines,ENGINEERING,0.333333333
vaccines,TECHNOLOGY,0.333333333
validation studies,OTHERS(RELEVANT),1
value co-creation,STUDIES IN HUMAN SOCIETY,0.333333333
value co-creation,ECONOMICS,0.333333333
value co-creation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
value creation,STUDIES IN HUMAN SOCIETY,0.333333333
value creation,ECONOMICS,0.333333333
value creation,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
vertebrate,BIOLOGICAL,1
video,STUDIES IN CREATIVE ARTS AND WRITING,0.5
video,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
virtual community,STUDIES IN HUMAN SOCIETY,0.333333333
virtual community,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
virtual community,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
virus diseases,BIOLOGICAL,0.333333333
virus diseases,MEDICAL AND HEALTH,0.333333333
virus diseases,AGRICULTURAL AND VETERINARY,0.333333333
viruses,BIOLOGICAL,0.333333333
viruses,MEDICAL AND HEALTH,0.333333333
viruses,AGRICULTURAL AND VETERINARY,0.333333333
visual acuity,MEDICAL AND HEALTH,1
vocabulary,"LANGUAGE, COMMUNICATION AND CULTURE",1
wages,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
warming,EARTH,0.5
warming,ENVIRONMENTAL,0.5
water planning,BUILT ENVIRONMENT AND DESIGN,1
weblog,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
weblog,STUDIES IN CREATIVE ARTS AND WRITING,0.5
websites,INFORMATION AND COMPUTING,0.333333333
websites,STUDIES IN CREATIVE ARTS AND WRITING,0.333333333
websites,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
welfare,STUDIES IN HUMAN SOCIETY,1
welfare economics,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
who,STUDIES IN HUMAN SOCIETY,1
wi-fi,TECHNOLOGY,1
wildlife,ENVIRONMENTAL,1
wireless sensor networks,TECHNOLOGY,1
witness,OTHERS(IRRELEVANT),1
women's health services,MEDICAL AND HEALTH,1
woodlands,AGRICULTURAL AND VETERINARY,0.333333333
woodlands,ENVIRONMENTAL,0.333333333
woodlands,EARTH,0.333333333
workers,STUDIES IN HUMAN SOCIETY,0.333333333
workers,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
workers,ECONOMICS,0.333333333
workforce,STUDIES IN HUMAN SOCIETY,0.333333333
workforce,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
workforce,ECONOMICS,0.333333333
workforce planning,STUDIES IN HUMAN SOCIETY,0.333333333
workforce planning,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
workforce planning,ECONOMICS,0.333333333
working hours,STUDIES IN HUMAN SOCIETY,0.333333333
working hours,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
working hours,ECONOMICS,0.333333333
workload,OTHERS(IRRELEVANT),1
world bank,STUDIES IN HUMAN SOCIETY,1
x rays,MEDICAL AND HEALTH,0.5
x rays,PHYSICAL,0.5
x-rays,MEDICAL AND HEALTH,0.5
x-rays,PHYSICAL,0.5
y chromosome,MEDICAL AND HEALTH,0.5
y chromosome,BIOLOGICAL,0.5
accountability,OTHERS(RELEVANT),1
aesthetics,STUDIES IN CREATIVE ARTS AND WRITING,1
agriculture,AGRICULTURAL AND VETERINARY,1
anxiety,PSYCHOLOGY AND COGNITIVE SCIENCES,1
art,STUDIES IN CREATIVE ARTS AND WRITING,1
artificial intelligence,ENGINEERING,1
body mass index,BIOLOGICAL,0.5
body mass index,MEDICAL AND HEALTH,0.5
body size,BIOLOGICAL,0.5
body size,MEDICAL AND HEALTH,0.5
chromosomes,BIOLOGICAL,1
cloud computing,INFORMATION AND COMPUTING,0.5
cloud computing,TECHNOLOGY,0.5
conservation,OTHERS(IRRELEVANT),1
creativity,STUDIES IN CREATIVE ARTS AND WRITING,0.5
creativity,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
criticism,STUDIES IN CREATIVE ARTS AND WRITING,1
drugs,MEDICAL AND HEALTH,1
education,EDUCATION,1
endangered species,BIOLOGICAL,1
energy,PHYSICAL,1
energy efficiency,PHYSICAL,1
equity,OTHERS(RELEVANT),1
infection,MEDICAL AND HEALTH,1
information technology,INFORMATION AND COMPUTING,1
learning,EDUCATION,1
lipids,BIOLOGICAL,0.5
lipids,CHEMICAL,0.5
local government,STUDIES IN HUMAN SOCIETY,1
microsatellite repeats,ENGINEERING,1
new media,INFORMATION AND COMPUTING,0.5
new media,STUDIES IN CREATIVE ARTS AND WRITING,0.5
participation,OTHERS(IRRELEVANT),1
pathology,MEDICAL AND HEALTH,1
politics,STUDIES IN HUMAN SOCIETY,0.5
politics,HISTORY AND ARCHAEOLOGY,0.5
polymorphism,STUDIES IN HUMAN SOCIETY,1
poverty,STUDIES IN HUMAN SOCIETY,1
public health,MEDICAL AND HEALTH,0.5
public health,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
quantitative analysis,OTHERS(RELEVANT),1
regression analysis,MATHEMATICAL,1
self-efficacy,PSYCHOLOGY AND COGNITIVE SCIENCES,1
soccer,EDUCATION,1
social media,STUDIES IN HUMAN SOCIETY,0.5
social media,INFORMATION AND COMPUTING,0.5
teaching,EDUCATION,1
temperature,PHYSICAL,1
therapeutics,PSYCHOLOGY AND COGNITIVE SCIENCES,1
exercise test,MEDICAL AND HEALTH,0.5
exercise test,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
gastrointestinal tract,MEDICAL AND HEALTH,1
inbreeding,BIOLOGICAL,1
bangladesh,OTHERS(IRRELEVANT),1
soil,EARTH,0.333333333
soil,BIOLOGICAL,0.333333333
soil,AGRICULTURAL AND VETERINARY,0.333333333
nutrition,MEDICAL AND HEALTH,1
contamination,ENVIRONMENTAL,1
dementia,MEDICAL AND HEALTH,1
birds,BIOLOGICAL,0.5
birds,TECHNOLOGY,0.5
arbitration,LAW AND LEGAL STUDIES,1
polarization,PHYSICAL,0.5
polarization,TECHNOLOGY,0.5
body image,MEDICAL AND HEALTH,1
diploidy,BIOLOGICAL,1
decision making,OTHERS(IRRELEVANT),1
integrity,OTHERS(IRRELEVANT),1
intercultural learning,EDUCATION,0.333333333
intercultural learning,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
intercultural learning,STUDIES IN HUMAN SOCIETY,0.333333333
life history,HISTORY AND ARCHAEOLOGY,1
social structure,STUDIES IN HUMAN SOCIETY,1
planning,OTHERS(IRRELEVANT),1
public interest,STUDIES IN HUMAN SOCIETY,0.5
public interest,LAW AND LEGAL STUDIES,0.5
water quality,EARTH,0.5
water quality,ENVIRONMENTAL,0.5
habits,PSYCHOLOGY AND COGNITIVE SCIENCES,1
antioxidants,CHEMICAL,1
facebook,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
facebook,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
corporate governance,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
population growth,STUDIES IN HUMAN SOCIETY,1
apoptosis,BIOLOGICAL,1
quinine,MEDICAL AND HEALTH,1
construction industry,BUILT ENVIRONMENT AND DESIGN,1
emotion,PSYCHOLOGY AND COGNITIVE SCIENCES,1
phylogeography,EARTH,1
food supply,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.333333333
food supply,ENGINEERING,0.333333333
food supply,AGRICULTURAL AND VETERINARY,0.333333333
systematic review,OTHERS(RELEVANT),1
performance measurement,OTHERS(RELEVANT),1
social isolation,STUDIES IN HUMAN SOCIETY,0.5
social isolation,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
grassland,EARTH,0.5
grassland,BIOLOGICAL,0.5
ownership,LAW AND LEGAL STUDIES,1
television,ENGINEERING,1
village,AGRICULTURAL AND VETERINARY,1
athletes,EDUCATION,1
chromosome mapping,BIOLOGICAL,0.333333333
chromosome mapping,TECHNOLOGY,0.333333333
chromosome mapping,MEDICAL AND HEALTH,0.333333333
cost-benefit analysis,ECONOMICS,1
cluster analysis,INFORMATION AND COMPUTING,1
disaster,ENVIRONMENTAL,1
private sector,ECONOMICS,0.5
private sector,LAW AND LEGAL STUDIES,0.5
cultural diversity,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
cultural diversity,STUDIES IN CREATIVE ARTS AND WRITING,0.5
forestry,EARTH,0.5
forestry,BIOLOGICAL,0.5
benchmarking,OTHERS(IRRELEVANT),1
labor,STUDIES IN HUMAN SOCIETY,1
environmental policy,ENVIRONMENTAL,0.5
environmental policy,LAW AND LEGAL STUDIES,0.5
storage conditions,OTHERS(IRRELEVANT),1
wine,ENGINEERING,0.5
wine,AGRICULTURAL AND VETERINARY,0.5
populism,HISTORY AND ARCHAEOLOGY,0.5
populism,STUDIES IN HUMAN SOCIETY,0.5
globalization,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
social capital,STUDIES IN HUMAN SOCIETY,0.5
social capital,ECONOMICS,0.5
assemblages,OTHERS(RELEVANT),0.5
assemblages,PHYSICAL,0.5
policy making,STUDIES IN HUMAN SOCIETY,1
family,OTHERS(IRRELEVANT),1
economic change,ECONOMICS,1
project management,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
mediation,LAW AND LEGAL STUDIES,1
land use,BUILT ENVIRONMENT AND DESIGN,1
pandemics,MEDICAL AND HEALTH,1
risk assessment,OTHERS(RELEVANT),1
biodiversity,ENVIRONMENTAL,1
physical activity,MEDICAL AND HEALTH,0.5
physical activity,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
marketing,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
marketing,ECONOMICS,0.5
mitochondrial dna,BIOLOGICAL,0.5
mitochondrial dna,TECHNOLOGY,0.5
neural networks,INFORMATION AND COMPUTING,0.333333333
neural networks,TECHNOLOGY,0.333333333
neural networks,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
cultural heritage,"LANGUAGE, COMMUNICATION AND CULTURE",1
beverages,MEDICAL AND HEALTH,0.5
beverages,ENGINEERING,0.5
deliberative democracy,STUDIES IN HUMAN SOCIETY,1
water,EARTH,0.333333333
water,BIOLOGICAL,0.333333333
water,ENVIRONMENTAL,0.333333333
news,INFORMATION AND COMPUTING,0.5
news,STUDIES IN CREATIVE ARTS AND WRITING,0.5
voting,OTHERS(IRRELEVANT),1
choice behavior,PSYCHOLOGY AND COGNITIVE SCIENCES,1
retirement,STUDIES IN HUMAN SOCIETY,1
liability,STUDIES IN HUMAN SOCIETY,0.5
liability,LAW AND LEGAL STUDIES,0.5
writer,OTHERS(IRRELEVANT),1
mass spectrometry,PHYSICAL,1
industry,OTHERS(IRRELEVANT),1
neoliberalism,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
neoliberalism,STUDIES IN HUMAN SOCIETY,0.5
engineer,ENGINEERING,1
information and communication technology,INFORMATION AND COMPUTING,1
mortality,MEDICAL AND HEALTH,1
income tax,ECONOMICS,1
political economy,STUDIES IN HUMAN SOCIETY,0.5
political economy,ECONOMICS,0.5
methodology,OTHERS(RELEVANT),1
corruption,LAW AND LEGAL STUDIES,0.333333333
corruption,INFORMATION AND COMPUTING,0.333333333
corruption,"LANGUAGE, COMMUNICATION AND CULTURE",0.333333333
assays,BIOLOGICAL,1
gene expression,BIOLOGICAL,1
torsades de pointes,MEDICAL AND HEALTH,1
livestock,AGRICULTURAL AND VETERINARY,1
resources,OTHERS(IRRELEVANT),1
cultural identity,"LANGUAGE, COMMUNICATION AND CULTURE",1
autonomy,LAW AND LEGAL STUDIES,0.5
autonomy,HISTORY AND ARCHAEOLOGY,0.5
social responsibility,STUDIES IN HUMAN SOCIETY,1
gene flow,BIOLOGICAL,1
police,LAW AND LEGAL STUDIES,1
acclimatization,EARTH,0.333333333
acclimatization,MEDICAL AND HEALTH,0.333333333
acclimatization,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
economic growth,ECONOMICS,1
statistics,MATHEMATICAL,1
learning algorithms,INFORMATION AND COMPUTING,1
assault,OTHERS(IRRELEVANT),1
taxes,ECONOMICS,0.5
taxes,LAW AND LEGAL STUDIES,0.5
natural resources,TECHNOLOGY,0.333333333
natural resources,ENVIRONMENTAL,0.333333333
natural resources,BIOLOGICAL,0.333333333
broadcasting,TECHNOLOGY,1
pain,MEDICAL AND HEALTH,1
machine learning,INFORMATION AND COMPUTING,1
health,MEDICAL AND HEALTH,1
diet,MEDICAL AND HEALTH,1
staff,OTHERS(IRRELEVANT),1
latent class analysis,INFORMATION AND COMPUTING,0.5
latent class analysis,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
waist circumference,MEDICAL AND HEALTH,1
widowhood,OTHERS(IRRELEVANT),1
legal system,LAW AND LEGAL STUDIES,1
deliberation,STUDIES IN HUMAN SOCIETY,0.5
deliberation,HISTORY AND ARCHAEOLOGY,0.5
archaeology,HISTORY AND ARCHAEOLOGY,1
budget,ECONOMICS,0.5
budget,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
coal,EARTH,1
tissue,MEDICAL AND HEALTH,1
video cameras,INFORMATION AND COMPUTING,0.333333333
video cameras,ENGINEERING,0.333333333
video cameras,TECHNOLOGY,0.333333333
present,OTHERS(IRRELEVANT),1
scalability,OTHERS(RELEVANT),1
decentralization,STUDIES IN HUMAN SOCIETY,0.5
decentralization,HISTORY AND ARCHAEOLOGY,0.5
health policy,MEDICAL AND HEALTH,0.5
health policy,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
fish,AGRICULTURAL AND VETERINARY,1
rivers,EARTH,1
breeding,AGRICULTURAL AND VETERINARY,0.5
breeding,TECHNOLOGY,0.5
sports,EDUCATION,1
trauma,PSYCHOLOGY AND COGNITIVE SCIENCES,1
curriculum,EDUCATION,1
personality,PSYCHOLOGY AND COGNITIVE SCIENCES,1
democracy,STUDIES IN HUMAN SOCIETY,1
social justice,STUDIES IN HUMAN SOCIETY,1
personnel,OTHERS(IRRELEVANT),1
cooking,OTHERS(IRRELEVANT),1
architecture,BUILT ENVIRONMENT AND DESIGN,1
financing,ECONOMICS,1
middle east,OTHERS(IRRELEVANT),1
innovation,OTHERS(IRRELEVANT),1
history,EDUCATION,0.5
history,HISTORY AND ARCHAEOLOGY,0.5
young adult,EDUCATION,0.5
young adult,MEDICAL AND HEALTH,0.5
weights and measures,OTHERS(RELEVANT),1
inclusion,PSYCHOLOGY AND COGNITIVE SCIENCES,1
cognition,PSYCHOLOGY AND COGNITIVE SCIENCES,1
corporate social responsibility,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
corporate social responsibility,STUDIES IN HUMAN SOCIETY,0.5
testing,OTHERS(RELEVANT),1
privacy,INFORMATION AND COMPUTING,0.5
privacy,LAW AND LEGAL STUDIES,0.5
genome,BIOLOGICAL,0.333333333
genome,TECHNOLOGY,0.333333333
genome,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
risk management,OTHERS(IRRELEVANT),1
drought,AGRICULTURAL AND VETERINARY,1
happiness,PSYCHOLOGY AND COGNITIVE SCIENCES,1
conceptual framework,OTHERS(RELEVANT),1
malathion,ENVIRONMENTAL,1
smoking,MEDICAL AND HEALTH,1
citizenship,STUDIES IN HUMAN SOCIETY,1
psychometrics,PSYCHOLOGY AND COGNITIVE SCIENCES,1
acceptance,OTHERS(IRRELEVANT),1
acculturation,STUDIES IN HUMAN SOCIETY,0.5
acculturation,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
air,ENVIRONMENTAL,0.5
air,EARTH,0.5
amphibians,BIOLOGICAL,1
analysis of variance,MATHEMATICAL,0.5
analysis of variance,OTHERS(RELEVANT),0.5
animals,BIOLOGICAL,1
apathy,PSYCHOLOGY AND COGNITIVE SCIENCES,1
arsenic,PHYSICAL,1
artifact,STUDIES IN CREATIVE ARTS AND WRITING,0.5
artifact,HISTORY AND ARCHAEOLOGY,0.5
artist,STUDIES IN CREATIVE ARTS AND WRITING,1
assets,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",1
audit,ECONOMICS,0.5
audit,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
banking,ECONOMICS,1
capacity building,OTHERS(IRRELEVANT),1
carbon,CHEMICAL,0.333333333
carbon,EARTH,0.333333333
carbon,ENVIRONMENTAL,0.333333333
census,STUDIES IN HUMAN SOCIETY,1
climate,EARTH,0.5
climate,ENVIRONMENTAL,0.5
climate change,ENVIRONMENTAL,0.5
climate change,EARTH,0.5
clinical trials,MEDICAL AND HEALTH,0.5
clinical trials,PSYCHOLOGY AND COGNITIVE SCIENCES,0.5
coast,EARTH,1
communication,TECHNOLOGY,0.5
communication,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
connectivity,OTHERS(IRRELEVANT),1
copper,CHEMICAL,1
costs,OTHERS(IRRELEVANT),1
crime,STUDIES IN HUMAN SOCIETY,1
data analysis,OTHERS(RELEVANT),1
deep learning,INFORMATION AND COMPUTING,1
developing countries,STUDIES IN HUMAN SOCIETY,0.5
developing countries,ECONOMICS,0.5
digital divide,STUDIES IN HUMAN SOCIETY,0.5
digital divide,"LANGUAGE, COMMUNICATION AND CULTURE",0.5
discourse,OTHERS(RELEVANT),1
domestic violence,STUDIES IN HUMAN SOCIETY,0.333333333
domestic violence,LAW AND LEGAL STUDIES,0.333333333
domestic violence,PSYCHOLOGY AND COGNITIVE SCIENCES,0.333333333
ecology,ENVIRONMENTAL,0.333333333
ecology,EARTH,0.333333333
ecology,BIOLOGICAL,0.333333333
economics,ECONOMICS,1
economy,ECONOMICS,1
ecosystem,BIOLOGICAL,0.5
ecosystem,TECHNOLOGY,0.5
electronic mail,INFORMATION AND COMPUTING,0.5
electronic mail,TECHNOLOGY,0.5
empowerment,"COMMERCE, MANAGEMENT, TOURISM AND SERVICES",0.5
empowerment,LAW AND LEGAL STUDIES,0.5
