Tags,Weight,Staff ID,tagsType
Mining,83%,Canberra00018,ProjectTags
Cyber Physical System,76%,Canberra00018,ProjectTags
Information use,37%,Canberra00018,ProjectTags
Evolutionary Optimization,100%,Canberra00018,ProjectTags
Equality Constraints,67%,Canberra00018,ProjectTags
Evolutionary algorithms,84%,Canberra00018,ProjectTags
Equality,56%,Canberra00018,ProjectTags
Evolutionary,56%,Canberra00018,ProjectTags
Memetic Algorithm,100%,Canberra00018,ProjectTags
Evolutionary Algorithms,36%,Canberra00018,ProjectTags
Performance,27%,Canberra00018,ProjectTags
Optimization Problem,43%,Canberra00018,ProjectTags
Local Search,36%,Canberra00018,ProjectTags
Crossover,17%,Canberra00018,ProjectTags
Nonlinear Optimization,67%,Canberra00018,ProjectTags
Benchmark,30%,Canberra00018,ProjectTags
Nonlinear Problem,26%,Canberra00018,ProjectTags
Constrained optimization,66%,Canberra00018,ProjectTags
Genetic algorithms,64%,Canberra00018,ProjectTags
Constrained Optimization Problem,68%,Canberra00018,ProjectTags
Agent Systems,100%,Canberra00018,ProjectTags
Mathematical programming,64%,Canberra00018,ProjectTags
Mathematical Programming,57%,Canberra00018,ProjectTags
Evolutionary Computation,19%,Canberra00018,ProjectTags
Multi-agent Systems,18%,Canberra00018,ProjectTags
evaluation,100%,Canberra00019,ProjectTags
teacher,100%,Canberra00019,ProjectTags
education,68%,Canberra00019,ProjectTags
semester,39%,Canberra00019,ProjectTags
teacher's role,28%,Canberra00019,ProjectTags
cognition,24%,Canberra00019,ProjectTags
learning,82%,Canberra00019,ProjectTags
quality good,13%,Canberra00019,ProjectTags
instruction,6%,Canberra00019,ProjectTags
reflexivity,100%,Canberra00019,ProjectTags
artificial intelligence,15%,Canberra00019,ProjectTags
university teacher,100%,Canberra00019,ProjectTags
Teaching,23%,Canberra00019,ProjectTags
educational setting,25%,Canberra00019,ProjectTags
educational psychology,14%,Canberra00019,ProjectTags
Malta,42%,Canberra00019,ProjectTags
educational theory,38%,Canberra00019,ProjectTags
OECD,34%,Canberra00019,ProjectTags
grammar,16%,Canberra00019,ProjectTags
offender,7%,Canberra00020,ProjectTags
offense,26%,Canberra00020,ProjectTags
public attitudes,83%,Canberra00020,ProjectTags
Criminal Justice Systems,41%,Canberra00020,ProjectTags
divergence,41%,Canberra00020,ProjectTags
confidence,48%,Canberra00020,ProjectTags
credibility,39%,Canberra00020,ProjectTags
incident,34%,Canberra00020,ProjectTags
statistics,31%,Canberra00020,ProjectTags
sexual offense,73%,Canberra00020,ProjectTags
custodial sentences,62%,Canberra00020,ProjectTags
public opinion,33%,Canberra00020,ProjectTags
Domestic Violence,100%,Canberra00020,ProjectTags
Legislation,62%,Canberra00020,ProjectTags
Practice Guidelines,72%,Canberra00020,ProjectTags
Information Dissemination,45%,Canberra00020,ProjectTags
Police,44%,Canberra00020,ProjectTags
imprisonment,89%,Canberra00020,ProjectTags
children's program,39%,Canberra00020,ProjectTags
Mental health care,35%,Canberra00020,ProjectTags
child custody,100%,Canberra00020,ProjectTags
prisoner,100%,Canberra00020,ProjectTags
Criminals,55%,Canberra00020,ProjectTags
Public Opinion,22%,Canberra00020,ProjectTags
public support,40%,Canberra00020,ProjectTags
Territories,75%,Canberra00020,ProjectTags
sexual violence,55%,Canberra00020,ProjectTags
correctional institution,82%,Canberra00020,ProjectTags
jurisdiction,51%,Canberra00020,ProjectTags
Wolfiporia,100%,Canberra00020,ProjectTags
Jurisprudence,93%,Canberra00020,ProjectTags
probation,100%,Canberra00020,ProjectTags
jurisprudence,87%,Canberra00020,ProjectTags
Criminal Law,100%,Canberra00020,ProjectTags
flexibility,93%,Canberra00020,ProjectTags
psychologist,16%,Canberra00020,ProjectTags
management,61%,Canberra00020,ProjectTags
preventive detention,48%,Canberra00020,ProjectTags
time,41%,Canberra00020,ProjectTags
Legislative reform,100%,Canberra00020,ProjectTags
credit,100%,Canberra00020,ProjectTags
parolee,23%,Canberra00020,ProjectTags
event,9%,Canberra00020,ProjectTags
domestic violence,100%,Canberra00020,ProjectTags
Judicial officers,42%,Canberra00020,ProjectTags
abuse,39%,Canberra00020,ProjectTags
Legal reform,32%,Canberra00020,ProjectTags
reform policy,28%,Canberra00020,ProjectTags
Parole,100%,Canberra00020,ProjectTags
Recidivism,65%,Canberra00020,ProjectTags
Therapeutics,60%,Canberra00020,ProjectTags
Yoga,97%,Canberra00020,ProjectTags
Prisons,48%,Canberra00020,ProjectTags
Peace,84%,Canberra00020,ProjectTags
Australian Capital Territory,61%,Canberra00020,ProjectTags
Self Concept,17%,Canberra00020,ProjectTags
Victoria,49%,Canberra00020,ProjectTags
Intellectual Disability,40%,Canberra00020,ProjectTags
Mental Disorders,39%,Canberra00020,ProjectTags
Substance-Related Disorders,37%,Canberra00020,ProjectTags
Law Reform,100%,Canberra00020,ProjectTags
Victorian Era,62%,Canberra00020,ProjectTags
Mall,30%,Canberra00020,ProjectTags
Outrage,29%,Canberra00020,ProjectTags
politics,100%,Canberra00020,ProjectTags
Law,54%,Canberra00020,ProjectTags
regime,79%,Canberra00020,ProjectTags
occupational reintegration,100%,Canberra00020,ProjectTags
rehabilitation,35%,Canberra00020,ProjectTags
justice,83%,Canberra00020,ProjectTags
juvenile offender,21%,Canberra00020,ProjectTags
Juvenile justice,100%,Canberra00020,ProjectTags
Social Justice,28%,Canberra00020,ProjectTags
New South Wales,49%,Canberra00020,ProjectTags
Population,31%,Canberra00020,ProjectTags
law reform,100%,Canberra00020,ProjectTags
Criminal Justice,79%,Canberra00020,ProjectTags
addiction,78%,Canberra00020,ProjectTags
monitoring,6%,Canberra00020,ProjectTags
electronics,95%,Canberra00020,ProjectTags
experience,43%,Canberra00020,ProjectTags
radio,16%,Canberra00020,ProjectTags
overseas,16%,Canberra00020,ProjectTags
literature,7%,Canberra00020,ProjectTags
bail,35%,Canberra00020,ProjectTags
legislative initiatives,38%,Canberra00020,ProjectTags
High Court,100%,Canberra00020,ProjectTags
people with disabilities,87%,Canberra00020,ProjectTags
reform,45%,Canberra00020,ProjectTags
penalty,51%,Canberra00020,ProjectTags
paradigm,59%,Canberra00020,ProjectTags
Drug courts,24%,Canberra00020,ProjectTags
examination,59%,Canberra00020,ProjectTags
battered woman,100%,Canberra00020,ProjectTags
homicide,73%,Canberra00020,ProjectTags
self-defense,47%,Canberra00020,ProjectTags
Family Violence,46%,Canberra00020,ProjectTags
criminal justice policy,50%,Canberra00020,ProjectTags
decision making,47%,Canberra00020,ProjectTags
human rights,86%,Canberra00020,ProjectTags
Treatment of prisoners,64%,Canberra00020,ProjectTags
Human rights standards,55%,Canberra00020,ProjectTags
criminal jurisdiction,100%,Canberra00020,ProjectTags
termination,18%,Canberra00020,ProjectTags
sanction,16%,Canberra00020,ProjectTags
Sentencing,100%,Canberra00020,ProjectTags
Labour Government,65%,Canberra00020,ProjectTags
Focus on Form,38%,Canberra00020,ProjectTags
Northern Territory,33%,Canberra00020,ProjectTags
Tasmania,32%,Canberra00020,ProjectTags
Women prisoners,73%,Canberra00020,ProjectTags
Crime Victims,86%,Canberra00020,ProjectTags
Prisoners,85%,Canberra00020,ProjectTags
victimization,57%,Canberra00020,ProjectTags
vulnerability,53%,Canberra00020,ProjectTags
Western Australia,100%,Canberra00020,ProjectTags
Child,33%,Canberra00020,ProjectTags
Behavioral Symptoms,23%,Canberra00020,ProjectTags
Poverty,20%,Canberra00020,ProjectTags
Criminology,100%,Canberra00020,ProjectTags
criminology,57%,Canberra00020,ProjectTags
university,26%,Canberra00020,ProjectTags
human rights legislation,75%,Canberra00020,ProjectTags
private law,100%,Canberra00020,ProjectTags
firm,63%,Canberra00020,ProjectTags
lawyer,44%,Canberra00020,ProjectTags
Women lawyers,27%,Canberra00020,ProjectTags
employer,25%,Canberra00020,ProjectTags
honor,100%,Canberra00020,ProjectTags
legislation,64%,Canberra00020,ProjectTags
Legislative amendments,49%,Canberra00020,ProjectTags
legal system,100%,Canberra00020,ProjectTags
social value,87%,Canberra00020,ProjectTags
woman,64%,Canberra00020,ProjectTags
newspaper,55%,Canberra00020,ProjectTags
sexuality,15%,Canberra00020,ProjectTags
Sexual Child Abuse,33%,Canberra00020,ProjectTags
Crime,28%,Canberra00020,ProjectTags
Sex Offenses,26%,Canberra00020,ProjectTags
deprivation,85%,Canberra00020,ProjectTags
appropriate court,56%,Canberra00020,ProjectTags
evaluation,16%,Canberra00020,ProjectTags
Administrative reforms,48%,Canberra00020,ProjectTags
activation,37%,Canberra00020,ProjectTags
path dependent,100%,Canberra00021,ProjectTags
communications,62%,Canberra00021,ProjectTags
industry,43%,Canberra00021,ProjectTags
infrastructure,35%,Canberra00021,ProjectTags
policy approach,28%,Canberra00021,ProjectTags
Lebanon,100%,Canberra00021,ProjectTags
Jordan,35%,Canberra00021,ProjectTags
refugee,85%,Canberra00021,ProjectTags
governance,58%,Canberra00021,ProjectTags
nation state,24%,Canberra00021,ProjectTags
business relation,100%,Canberra00021,ProjectTags
civil society,28%,Canberra00021,ProjectTags
law and order,28%,Canberra00021,ProjectTags
Safety regulations,14%,Canberra00021,ProjectTags
living standard,13%,Canberra00021,ProjectTags
political participation,100%,Canberra00021,ProjectTags
neighboring countries,38%,Canberra00021,ProjectTags
peace process,38%,Canberra00021,ProjectTags
Fatty Acid-Binding Proteins,100%,Canberra00022,ProjectTags
Hot Temperature,90%,Canberra00022,ProjectTags
Exercise,76%,Canberra00022,ProjectTags
lipopolysaccharide-binding protein,77%,Canberra00022,ProjectTags
Lipopolysaccharides,36%,Canberra00022,ProjectTags
omecamtiv mecarbil,100%,Canberra00022,ProjectTags
Norepinephrine,42%,Canberra00022,ProjectTags
Heart,52%,Canberra00022,ProjectTags
Systolic Heart Failure,7%,Canberra00022,ProjectTags
Atrial Appendage,7%,Canberra00022,ProjectTags
Permeability,100%,Canberra00022,ProjectTags
Humidity,52%,Canberra00022,ProjectTags
Sarcoplasmic Reticulum,90%,Canberra00022,ProjectTags
Heart Failure,59%,Canberra00022,ProjectTags
Calcium,55%,Canberra00022,ProjectTags
Ryanodine Receptor Calcium Release Channel,100%,Canberra00022,ProjectTags
Diastole,96%,Canberra00022,ProjectTags
Oxidation-Reduction,77%,Canberra00022,ProjectTags
Phosphorylation,44%,Canberra00022,ProjectTags
Phenotype,48%,Canberra00022,ProjectTags
Calmodulin,88%,Canberra00022,ProjectTags
tacrolimus binding protein 1B,14%,Canberra00022,ProjectTags
Hereditary Angioedema Type III,100%,Canberra00022,ProjectTags
Hereditary Angioedema Types I and II,84%,Canberra00022,ProjectTags
Hereditary Angioedemas,69%,Canberra00022,ProjectTags
Safety,28%,Canberra00022,ProjectTags
Ion Channel Gating,100%,Canberra00022,ProjectTags
Ventricular Fibrillation,26%,Canberra00022,ProjectTags
Polymorphic catecholergic ventricular tachycardia,36%,Canberra00022,ProjectTags
Atrial Fibrillation,22%,Canberra00022,ProjectTags
Muscle Weakness,100%,Canberra00022,ProjectTags
Actins,79%,Canberra00022,ProjectTags
Rheumatoid Arthritis,77%,Canberra00022,ProjectTags
Skeletal Muscle,51%,Canberra00022,ProjectTags
Arthritis,27%,Canberra00022,ProjectTags
Calcium Signaling,95%,Canberra00022,ProjectTags
Ion Channels,79%,Canberra00022,ProjectTags
Thymus,38%,Canberra00022,ProjectTags
Post Translational Protein Processing,83%,Canberra00022,ProjectTags
Muscle,75%,Canberra00022,ProjectTags
Myocardium,53%,Canberra00022,ProjectTags
Tacrolimus Binding Proteins,19%,Canberra00022,ProjectTags
Protein Binding,67%,Canberra00022,ProjectTags
Channelopathies,9%,Canberra00022,ProjectTags
Tacrolimus,17%,Canberra00022,ProjectTags
Excitation Contraction Coupling,73%,Canberra00022,ProjectTags
Proteins,17%,Canberra00022,ProjectTags
Pharmacology,54%,Canberra00022,ProjectTags
Muscular Diseases,87%,Canberra00022,ProjectTags
Sulfhydryl Compounds,12%,Canberra00022,ProjectTags
Homeostasis,8%,Canberra00022,ProjectTags
adriamycinol,81%,Canberra00022,ProjectTags
Calsequestrin,100%,Canberra00022,ProjectTags
Anthracyclines,90%,Canberra00022,ProjectTags
triadin,100%,Canberra00022,ProjectTags
Chemical activation,50%,Canberra00022,ProjectTags
Muscles,8%,Canberra00022,ProjectTags
Mixed Function Oxygenases,8%,Canberra00022,ProjectTags
Aspartic Acid,7%,Canberra00022,ProjectTags
L-Type Calcium Channels,100%,Canberra00022,ProjectTags
Skeletal Muscle Fibers,7%,Canberra00022,ProjectTags
Protein Isoforms,19%,Canberra00022,ProjectTags
Sarcoplasmic Reticulum Calcium-Transporting ATPases,100%,Canberra00022,ProjectTags
Doxorubicin,60%,Canberra00022,ProjectTags
Cardiac Arrhythmias,17%,Canberra00022,ProjectTags
Cytoplasm,65%,Canberra00022,ProjectTags
Sheep,57%,Canberra00022,ProjectTags
Inhibition (Psychology),8%,Canberra00022,ProjectTags
Adrenergic Agents,87%,Canberra00022,ProjectTags
calcium,61%,Canberra00022,ProjectTags
phosphorylation,23%,Canberra00022,ProjectTags
Scorpions,100%,Canberra00022,ProjectTags
Cystine,90%,Canberra00022,ProjectTags
Disulfides,74%,Canberra00022,ProjectTags
Cystine Knot Motifs,34%,Canberra00022,ProjectTags
skeletal muscle,51%,Canberra00022,ProjectTags
Cardiac Output,76%,Canberra00022,ProjectTags
Health,40%,Canberra00022,ProjectTags
Action Potentials,27%,Canberra00022,ProjectTags
Daunorubicin,100%,Canberra00022,ProjectTags
Dithiothreitol,8%,Canberra00022,ProjectTags
Knockout Mice,59%,Canberra00022,ProjectTags
Carrier Proteins,54%,Canberra00022,ProjectTags
Pharmaceutical Preparations,33%,Canberra00022,ProjectTags
Heart Diseases,19%,Canberra00022,ProjectTags
K201 compound,15%,Canberra00022,ProjectTags
Ryanodine,21%,Canberra00022,ProjectTags
Peptides,20%,Canberra00022,ProjectTags
Rabbits,11%,Canberra00022,ProjectTags
Muscle Contraction,57%,Canberra00022,ProjectTags
Muscle Proteins,76%,Canberra00022,ProjectTags
Graves Disease,73%,Canberra00022,ProjectTags
Mutation,22%,Canberra00022,ProjectTags
Thermotolerance,100%,Canberra00023,ProjectTags
Earth (planet),58%,Canberra00023,ProjectTags
Hot Temperature,54%,Canberra00023,ProjectTags
cold tolerance,52%,Canberra00023,ProjectTags
heat tolerance,70%,Canberra00023,ProjectTags
productivity,100%,Canberra00023,ProjectTags
biodiversity,100%,Canberra00023,ProjectTags
ecosystems,53%,Canberra00023,ProjectTags
ecosystem research,24%,Canberra00023,ProjectTags
gymnosperm,23%,Canberra00023,ProjectTags
Midwifery,100%,Canberra00023,ProjectTags
Nursing,73%,Canberra00023,ProjectTags
Curriculum,52%,Canberra00023,ProjectTags
Nurse Midwives,47%,Canberra00023,ProjectTags
Social Justice,44%,Canberra00023,ProjectTags
Extreme Heat,100%,Canberra00023,ProjectTags
Pollination,29%,Canberra00023,ProjectTags
Lepidoptera,49%,Canberra00023,ProjectTags
Diptera,32%,Canberra00023,ProjectTags
Radiation,22%,Canberra00023,ProjectTags
life history trait,100%,Canberra00023,ProjectTags
bird,60%,Canberra00023,ProjectTags
vulnerability,67%,Canberra00023,ProjectTags
life history,66%,Canberra00023,ProjectTags
birds,44%,Canberra00023,ProjectTags
pollen limitation,100%,Canberra00023,ProjectTags
plant reproduction,96%,Canberra00023,ProjectTags
Pollen,100%,Canberra00023,ProjectTags
pollinator,25%,Canberra00023,ProjectTags
Reproduction,52%,Canberra00023,ProjectTags
land use,83%,Canberra00023,ProjectTags
pollen,65%,Canberra00023,ProjectTags
Land use,73%,Canberra00023,ProjectTags
Functional groups,40%,Canberra00023,ProjectTags
pollinators,56%,Canberra00023,ProjectTags
Arctic region,56%,Canberra00023,ProjectTags
Biodiversity,39%,Canberra00023,ProjectTags
Soil,28%,Canberra00023,ProjectTags
Soils,54%,Canberra00023,ProjectTags
soil,35%,Canberra00023,ProjectTags
Ecosystem,29%,Canberra00023,ProjectTags
Climate Change,18%,Canberra00023,ProjectTags
Biomass,16%,Canberra00023,ProjectTags
Climate,48%,Canberra00023,ProjectTags
History,14%,Canberra00023,ProjectTags
Vertebrates,8%,Canberra00023,ProjectTags
meta-analysis,97%,Canberra00023,ProjectTags
introduced plants,95%,Canberra00023,ProjectTags
Meta-Analysis,65%,Canberra00023,ProjectTags
ectothermy,87%,Canberra00023,ProjectTags
Temperature,50%,Canberra00023,ProjectTags
gibberellins,100%,Canberra00023,ProjectTags
hypocotyls,97%,Canberra00023,ProjectTags
abscisic acid,89%,Canberra00023,ProjectTags
auxins,87%,Canberra00023,ProjectTags
proteins,32%,Canberra00023,ProjectTags
Aquatic organisms,100%,Canberra00023,ProjectTags
Tolerance,58%,Canberra00023,ProjectTags
tolerance,51%,Canberra00023,ProjectTags
Data Base,54%,Canberra00023,ProjectTags
climate,33%,Canberra00023,ProjectTags
Supplementation,92%,Canberra00023,ProjectTags
experiment,35%,Canberra00023,ProjectTags
diversity index,38%,Canberra00023,ProjectTags
species richness,95%,Canberra00023,ProjectTags
fish,66%,Canberra00023,ProjectTags
phylogenetics,67%,Canberra00023,ProjectTags
niche breadth,58%,Canberra00023,ProjectTags
software,53%,Canberra00023,ProjectTags
rarity,48%,Canberra00023,ProjectTags
pollination,100%,Canberra00023,ProjectTags
ecology,59%,Canberra00023,ProjectTags
peers,23%,Canberra00023,ProjectTags
urbanization,22%,Canberra00023,ProjectTags
gradient analysis,100%,Canberra00023,ProjectTags
interspecific interaction,100%,Canberra00023,ProjectTags
avifauna,27%,Canberra00023,ProjectTags
miner,89%,Canberra00023,ProjectTags
land use change,66%,Canberra00023,ProjectTags
woodlands,100%,Canberra00023,ProjectTags
woodland,95%,Canberra00023,ProjectTags
species recruitment,89%,Canberra00023,ProjectTags
fragmentation,89%,Canberra00023,ProjectTags
drought,100%,Canberra00023,ProjectTags
rain,32%,Canberra00023,ProjectTags
Victoria (Australia),24%,Canberra00023,ProjectTags
flower,82%,Canberra00023,ProjectTags
flowering,77%,Canberra00023,ProjectTags
flowers,50%,Canberra00023,ProjectTags
carbon sequestration,100%,Canberra00023,ProjectTags
carbon storage,91%,Canberra00023,ProjectTags
dieback,75%,Canberra00023,ProjectTags
drying,71%,Canberra00023,ProjectTags
ant,100%,Canberra00023,ProjectTags
vertebrate,76%,Canberra00023,ProjectTags
Formicidae,74%,Canberra00023,ProjectTags
fauna,70%,Canberra00023,ProjectTags
vertebrates,63%,Canberra00023,ProjectTags
Digital Divide,100%,Canberra00024,ProjectTags
digital divide,63%,Canberra00024,ProjectTags
art,60%,Canberra00024,ProjectTags
river,55%,Canberra00024,ProjectTags
indigenous knowledge,54%,Canberra00024,ProjectTags
resilience,50%,Canberra00024,ProjectTags
climate change,50%,Canberra00024,ProjectTags
New Zealand,48%,Canberra00024,ProjectTags
Indigenous Knowledge Systems,100%,Canberra00024,ProjectTags
Turtle,78%,Canberra00024,ProjectTags
Linkage,59%,Canberra00024,ProjectTags
Modems,42%,Canberra00024,ProjectTags
Internet Access,41%,Canberra00024,ProjectTags
Telecommunications,40%,Canberra00024,ProjectTags
Technology,38%,Canberra00024,ProjectTags
