,ATM ID,Agency,Category,Close Date & Time,Description,Title,_id,ID,isRelated
7788,RFT 2007/1097881/1,Department of Defence,Engineering and Research and Technology Based Services,11-Oct-07 12:00 pm,"The selected tenderer will be expected to provide program management as follows:a. Corrective and planned maintenance for two Coastal Tugs  which have an auxiliary mine sweeping capability;b.Corrective and planned maintenace for a number small diving and auxiliary vessels (under 10 metres);c. Support of Ancillary deployment mine sweeping equipment; andd. Adhoc Training Configuration management services IAW the Commonwealth requirements for all contract assets.""In addition, the selected tenderer will also be required to co-ordinate advice and activities from its sub contractors on the program management items a to d mentioned above. ",In Service Support of Mine Sweeping Systems,6159c38e9107b6df81b1550e,81000000.0,1.0
7835,RFT 078-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,19-Oct-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Business Solutions in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Senior Solution Designer/Business Architect,6159c38e9107b6df81b1553d,81000000.0,1.0
7866,RFT 079-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,25-Oct-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Analytics in order to perform ICT Services.  The Tax Office is seeking approximately One personnel.",Project Manager,6159c38e9107b6df81b1555c,81000000.0,1.0
7876,RFT 080-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,26-Oct-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Systems Delivery in order to perform ICT Services.  The Tax Office is seeking approximately several personnel.",Midrange Developer,6159c38e9107b6df81b15566,81000000.0,1.0
7971,RFT 082-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,09-Nov-07 10:00 am,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT Monitoring in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Business Availability Centre Diagnostics,6159c38e9107b6df81b155c5,81000000.0,1.0
7993,RFT 083-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,12-Nov-07 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Public Key Infrastructure Development and Support (PKIDS) in order to perform ICT Services.  The Tax Office is seeking approximately several personnel.",Public Key Infrastructure (PKI) Developer,6159c38e9107b6df81b155db,81000000.0,1.0
7994,RFT 084-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,12-Nov-07 2:00 pm,"The Commonwealth represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the Change Program in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Senior Business Analyst,6159c38e9107b6df81b155dc,81000000.0,1.0
7995,RFT 086-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,12-Nov-07 2:00 pm,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Business Solutions in order to perform ICT Services.  The Tax Office is seeking one personnel to fill the requirement.",Senior Solutions Designer,6159c38e9107b6df81b155dd,81000000.0,1.0
7996,RFT 088-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,12-Nov-07 2:00 pm,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as ICT-SD-PSS-Electronic Service Delivery in order to perform ICT Services.  The Tax Office is seeking one personnel.",Midrange Developer - Java,6159c38e9107b6df81b155de,81000000.0,1.0
8010,CIOG 288/07,Department of Defence,Engineering and Research and Technology Based Services,15-Nov-07 12:00 pm,"The Network Infrastructure Development (NID) Branch of the Department of Defence, intends to establish a Standing Offer Panel arrangement to enable the engagement of External Service Providers (ESPs) for ongoing work activities and to provide Project Management and Support Services",Standing Offer Panel for External Service Providers and Project Management and Support Services,6159c38e9107b6df81b155ec,81000000.0,1.0
8066,RFT 089-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,23-Nov-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the Change Program in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Mainframe Technical Architect,6159c38e9107b6df81b15624,81000000.0,1.0
8071,RFT087-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,23-Nov-07 2:00 pm,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Public Key Infrastructure, Development & Support in order to perform ICT Services.  The Tax Office is seeking approximately two personnel.",Technical Writer,6159c38e9107b6df81b15629,81000000.0,1.0
8108,RFT 091-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,29-Nov-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Systems Delivery in order to perform ICT Services.  The Tax Office is seeking approximately four personnel.",Mainframe Developer - CoolGen/Telon-Cobol,6159c38e9107b6df81b1564e,81000000.0,1.0
8109,RFT 093-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,29-Nov-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as The Centralised Audit Logging project in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Senior Technicak Specialist,6159c38e9107b6df81b1564f,81000000.0,1.0
8120,RFT 094-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,30-Nov-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as EDS Contract Management in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Project Assurer,6159c38e9107b6df81b1565a,81000000.0,1.0
8139,RFT 095-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,03-Dec-07 2:00 pm,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the Change Program in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",Senior Application Architect (Brisbane),6159c38e9107b6df81b1566d,81000000.0,1.0
8154,RFT 096-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,06-Dec-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as Corporate Systems Assurance (SAP HR/Payroll) in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",SAP HR / Payroll Contractor,6159c38e9107b6df81b1567c,81000000.0,1.0
8155,RFT 097-2007,Australian Taxation Office,Engineering and Research and Technology Based Services,06-Dec-07 10:00 am,"The Commonwealth, represented by and acting through the Australian Taxation Office (Tax Office), invites Tenders for the provision of suitably qualified personnel (Specified Personnel) to work at the Tax Office's premises within a team known as the Change Program in order to perform ICT Services.  The Tax Office is seeking approximately one personnel.",.NET Developer - Canberra,6159c38e9107b6df81b1567d,81000000.0,1.0
