category,title,desc,id,text,is_on
Environmental Services,Delivery of the Stewardship Component of the Maintaining Australia`s Biodiversity Hotspots Programme,Deliver a national scale on ground tender-based stewardship programme,Tenders6162aa1fe1b7f5c73e6fe020,Delivery of the Stewardship Component of the Maintaining Australia`s Biodiversity Hotspots Programme.Deliver a national scale on ground tender-based stewardship programme,0
Management advisory services,Telstra Scoping Study: Business Advisory Services,"The Australian Government Department of Finance and Administration (`Finance`) is conducting a two-phase selection process for the engagement of business adviser(s) for the Telstra Scoping Study and, depending on the outcome of that study, potentially a Telstra sale.",Tenders6162aa1fe1b7f5c73e6fe021,"Telstra Scoping Study: Business Advisory Services.The Australian Government Department of Finance and Administration (`Finance`) is conducting a two-phase selection process for the engagement of business adviser(s) for the Telstra Scoping Study and, depending on the outcome of that study, potentially a Telstra sale.",0
Specialised educational services,Provision of Bookshop at the Australian Defence Force Academy,"The Commonwealth is seeking tenders from suitably experienced organisations or individuals to operate the ADFA Bookshop, Con (G) 218/2004.",Tenders6162aa1fe1b7f5c73e6fe022,"Provision of Bookshop at the Australian Defence Force Academy.The Commonwealth is seeking tenders from suitably experienced organisations or individuals to operate the ADFA Bookshop, Con (G) 218/2004.",0
Management advisory services,Evaluation of Invest Australia and its Operations,Conduct an evaluation of the National Strategic Framework for Attracting Foreign Direct Investment and its implementation by Invest Australia,Tenders6162aa1fe1b7f5c73e6fe023,Evaluation of Invest Australia and its Operations.Conduct an evaluation of the National Strategic Framework for Attracting Foreign Direct Investment and its implementation by Invest Australia,0
Management advisory services,RFEOI MAJOR CONFERENCE ORGANISER,"Request for expressions of  interset, MAJOR CONFERENCE ORGANISER FOR FOUR INTERNATIONAL CONFERENCES IN 2005 AND 2006  ",Tenders6162aa1fe1b7f5c73e6fe024,"RFEOI MAJOR CONFERENCE ORGANISER.Request for expressions of  interset, MAJOR CONFERENCE ORGANISER FOR FOUR INTERNATIONAL CONFERENCES IN 2005 AND 2006  ",0
Specialised educational services,EMA Research & Innovation Program - Expression of Interest,Aims to facilitate the capture & transfer of innovative practice & disaster research outcomes across the sector. The program is seeking expressions of interest from organisations wishing to participate in the program for 2005/2006.,Tenders6162aa1fe1b7f5c73e6fe025,EMA Research & Innovation Program - Expression of Interest.Aims to facilitate the capture & transfer of innovative practice & disaster research outcomes across the sector. The program is seeking expressions of interest from organisations wishing to participate in the program for 2005/2006.,0
Management advisory services,National Managed Fund Request for Tender Claims and Management Advice Services,One suitably qualified organisation to provide claims management services and advice to the NBA on behalf of the National Managed Fund (NMF),Tenders6162aa1fe1b7f5c73e6fe026,National Managed Fund Request for Tender Claims and Management Advice Services.One suitably qualified organisation to provide claims management services and advice to the NBA on behalf of the National Managed Fund (NMF),0
Education and Training Services,Provision of Education and Training Services through a Strategic Partnership,"The Defence Materiel Organisation (DMO) seeks proposals from education and training providers (including universities, vocational education and training institutions and registered training providers) to establish a Strategic Partnership with the DMO to d",Tenders6162aa1fe1b7f5c73e6fe027,"Provision of Education and Training Services through a Strategic Partnership.The Defence Materiel Organisation (DMO) seeks proposals from education and training providers (including universities, vocational education and training institutions and registered training providers) to establish a Strategic Partnership with the DMO to d",0
Education and Training Services,Provision of Education and Training Services through a Startegic Partnership,Provision of Education and Training Services through a Strategic Partnership,Tenders6162aa1fe1b7f5c73e6fe028,Provision of Education and Training Services through a Startegic Partnership.Provision of Education and Training Services through a Strategic Partnership,0
Earth science services,Acquisition and Supply of Gravity Data,"Geoscience Australia wishes to identify respondents who are willing and capable of acquiring, processing and supplying Gravity Data as per required technical specification.  ",Tenders6162aa1fe1b7f5c73e6fe029,"Acquisition and Supply of Gravity Data.Geoscience Australia wishes to identify respondents who are willing and capable of acquiring, processing and supplying Gravity Data as per required technical specification.  ",0
Earth science services,Acquisition and Supply of Airborne Geophysical Data,"Geoscience Australia wishes to identify respondents who are willing and capable of acquiring, processing and supplying airborne geophysical data as per required technical specification.  ",Tenders6162aa1fe1b7f5c73e6fe02a,"Acquisition and Supply of Airborne Geophysical Data.Geoscience Australia wishes to identify respondents who are willing and capable of acquiring, processing and supplying airborne geophysical data as per required technical specification.  ",0
Management advisory services,International Energy Agency Energy Efficiency project,Invite suitably qualified consultant or consortium to participate in an international project with the International Energy Agency (IEA).,Tenders6162aa1fe1b7f5c73e6fe02b,International Energy Agency Energy Efficiency project.Invite suitably qualified consultant or consortium to participate in an international project with the International Energy Agency (IEA).,0
Specialised educational services,Services to Administer and Facilitate the Trialling in Schools of Innovative Family-School Partnership Models,"providing support for up to 60 schools to demonstrate, document and evaluate innovative family-school partnerships programmes/initiatives",Tenders6162aa1fe1b7f5c73e6fe02c,"Services to Administer and Facilitate the Trialling in Schools of Innovative Family-School Partnership Models.providing support for up to 60 schools to demonstrate, document and evaluate innovative family-school partnerships programmes/initiatives",0
Management advisory services,Consultancy Services for AeroBank Phase 2,"Airservices Australia is seeking proposals from organisations with the capability and capacity to undertake Phase 2 of the AeroBank project, which aims to define a decision information network for Australia`s aviation industry.",Tenders6162aa1fe1b7f5c73e6fe02d,"Consultancy Services for AeroBank Phase 2.Airservices Australia is seeking proposals from organisations with the capability and capacity to undertake Phase 2 of the AeroBank project, which aims to define a decision information network for Australia`s aviation industry.",0
